Mod:Item:MetaData, Localized Name
industrialupgrade:solid:3, Генератор краевой твёрдой материи
industrialupgrade:solid:4, Генератор твёрдой материи
industrialupgrade:solid:5, Генератор адской твёрдой материи
industrialupgrade:solid:6, Генератор ночной твёрдой материи
industrialupgrade:solid:7, Генератор солнечной твёрдой материи
simplyquarries:simplyquarries:0, Карьер
simplyquarries:simplyquarries:1, Улучшенный карьер
simplyquarries:simplyquarries:2, Продвинутый карьер
simplyquarries:simplyquarries:3, Совершенный карьер
industrialupgrade:simplemachine:0, Дробитель
industrialupgrade:simplemachine:1, Сжиматель
industrialupgrade:simplemachine:2, Электрическая печь
industrialupgrade:simplemachine:3, Экстрактор
industrialupgrade:simplemachine:5, Утилизатор
industrialupgrade:simplemachine:6, Генератор жидкой материи
industrialupgrade:imp_chamber:0, Продвинутая реакторная камера
ic2:te:1, Промышленный динамит
ic2:te:2, Ядерная бомба
ic2:te:3, Генератор
ic2:te:4, Геотермальный генератор
ic2:te:5, Кинетический генератор
ic2:te:6, Радиоизотопный термоэлектрический генератор
ic2:te:7, Полужидкостный генератор
ic2:te:8, Солнечная панель
ic2:te:9, Генератор Стирлинга
ic2:te:10, Гидрогенератор
ic2:te:11, Ветрогенератор
ic2:te:12, Электрический теплогенератор
ic2:te:13, Жидкостный теплогенератор
ic2:te:14, Радиоизотопный теплогенератор
ic2:te:15, Твердотопливный теплогенератор
ic2:te:16, Электрический кинетический генератор
ic2:te:17, Ручной кинетический генератор
ic2:te:18, Кинетический парогенератор
ic2:te:19, Кинетический генератор Стирлинга
ic2:te:20, Кинетический гидрогенератор
ic2:te:21, Кинетический ветрогенератор
ic2:te:22, Ядерный реактор
ic2:te:23, Реакторный люк
ic2:te:24, Реакторная камера
ic2:te:25, Реакторный насос-порт
ic2:te:26, Реакторный проводник красного сигнала
ic2:te:27, Конденсатор пара
ic2:te:28, Разливочная машина
ic2:te:29, Жидкостный распределитель
ic2:te:30, Регулятор жидкости
ic2:te:31, Жидкостный теплообменник
ic2:te:32, Помпа
ic2:te:33, Солнечный опреснитель
ic2:te:34, Парогенератор
ic2:te:35, Предметный буфер
ic2:te:36, Электролампа
ic2:te:37, Намагничиватель
ic2:te:38, Электрическая сортирующая машина
ic2:te:39, Телепорт
ic2:te:40, Терраформер
ic2:te:41, Катушка Теслы
ic2:te:42, Наполнитель
ic2:te:43, Сжиматель
ic2:te:44, Электрическая печь
ic2:te:45, Экстрактор
ic2:te:46, Железная печь
ic2:te:47, Дробитель
ic2:te:48, Утилизатор
ic2:te:49, Консервирующая машина
ic2:te:50, Доменная печь
ic2:te:51, Режущая машина
ic2:te:52, Тепловая центрифуга
ic2:te:53, Ферментер
ic2:te:54, Индукционная печь
ic2:te:55, Металлоформовочная машина
ic2:te:56, Рудопромывочная машина
ic2:te:57, Улучшенная буровая установка
ic2:te:58, Сборщик урожая
ic2:te:59, Автосадовник
ic2:te:60, Буровая установка
ic2:te:92, Генератор материи
ic2:te:93, Сборочный стол для материи
ic2:te:61, Генератор жидкой материи
ic2:te:62, Хранилище шаблонов
ic2:te:63, Репликатор
ic2:te:64, Сканер
ic2:te:65, Энергообменник
ic2:te:66, Личный сейф
ic2:te:67, Ресурсообменник
ic2:te:94, Trading Terminal
ic2:te:68, Заряжающая плита (Эн.хр)
ic2:te:68, Заряжающая плита (Эн.хр)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:69, Заряжающая плита (МЭСН)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:70, Заряжающая плита (МФЭ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:71, Заряжающая плита (МФСУ)
ic2:te:72, Энергохранилище
ic2:te:72, Энергохранилище
ic2:te:73, МЭСН
ic2:te:73, МЭСН
ic2:te:74, МФЭ
ic2:te:74, МФЭ
ic2:te:75, МФСУ
ic2:te:75, МФСУ
ic2:te:76, Электролизёр
ic2:te:77, Трансформатор НН
ic2:te:78, Трансформатор СН
ic2:te:79, Трансформатор ВН
ic2:te:80, Трансформатор СВН
ic2:te:81, Бак
ic2:te:82, Загрузчик чанков
ic2:te:83, Компактный предметный буфер
ic2:te:86, Творческий генератор
ic2:te:87, Преобразователь пара
ic2:te:90, Весовой жидкостный распределитель
ic2:te:91, Весовой предметный распределитель
ic2:te:84, Впрыскиватель реакторного хладагента (красного)
ic2:te:85, Впрыскиватель реакторного хладагента (лазуритового)
ic2:te:88, Промышленный верстак
ic2:te:89, Автоматический верстак
ic2:te:100, Коксовая батарея
ic2:te:101, Люк коксовой батареи
ic2:te:102, Поддон коксовой батареи
ic2:te:111, Деревянный контейнер
ic2:te:112, Железный контейнер
ic2:te:113, Бронзовый контейнер
ic2:te:114, Стальной контейнер
ic2:te:115, Иридиевый контейнер
ic2:te:131, Бронзовый бак
ic2:te:132, Железный бак
ic2:te:133, Стальной бак
ic2:te:134, Иридиевый бак
industrialupgrade:imp_se_gen:0, Продвинутый генератор солнечной энергии
advanced_machines:machines:0, Вращающийся дробитель
advanced_machines:machines:1, Сингулярный компрессор
advanced_machines:machines:2, Центробежный экстрактор
advanced_machines:machines:3, Уплотняющий утилизатор
advanced_machines:machines:4, Растворяющий экструдер
advanced_machines:machines:5, Крыльчатый каток
advanced_machines:machines:6, Водоструйный резак
advanced_machines:machines:7, Термический промыватель
quantum_generators:qg:0, Фотонный квантовый генератор
quantum_generators:qg:1, Нейтронный квантовый генератор
quantum_generators:qg:2, Барионный квантовый генератор
quantum_generators:qg:3, Адронный квантовый генератор
quantum_generators:qg:4, Гравитонный квантовый генератор
quantum_generators:qg:5, Кварковый квантовый генератор
industrialupgrade:wiring_storage:0, §eУлучшенное МФСУ
industrialupgrade:wiring_storage:0, §eУлучшенное МФСУ
industrialupgrade:wiring_storage:1, §bПродвинутое МФСУ
industrialupgrade:wiring_storage:1, §bПродвинутое МФСУ
industrialupgrade:wiring_storage:2, Энергохранилище
industrialupgrade:wiring_storage:2, Энергохранилище
industrialupgrade:wiring_storage:3, МФЭ
industrialupgrade:wiring_storage:3, МФЭ
industrialupgrade:wiring_storage:4, МФСУ
industrialupgrade:wiring_storage:4, МФСУ
industrialupgrade:wiring_storage:5, МЭСН
industrialupgrade:wiring_storage:5, МЭСН
industrialupgrade:wiring_storage:6, Совершенное МФСУ
industrialupgrade:wiring_storage:6, Совершенное МФСУ
industrialupgrade:wiring_storage:7, Барионное МФСУ
industrialupgrade:wiring_storage:7, Барионное МФСУ
